image_id,x,y,class_id,confidence
S1,2047.00,2041.00,1,0.2657
S1,2047.00,1562.00,1,0.2657
S1,2047.00,1224.00,1,0.2656
S1,2047.00,1755.00,1,0.2656
S1,2047.00,1738.00,1,0.2655
S1,2047.00,1993.00,1,0.2655
S1,2047.00,2029.00,1,0.2655
S1,2047.00,750.00,1,0.2655
S1,2047.00,1902.00,1,0.2655
S1,2047.00,660.00,1,0.2654
S1,2047.00,1616.00,1,0.2654
S1,2047.00,2009.00,1,0.2654
S1,0.00,1663.00,1,0.2654
S1,2047.00,760.00,1,0.2653
S1,2047.00,1622.00,1,0.2649
S1,2047.00,1844.00,1,0.2647
S1,2047.00,1242.00,1,0.2646
S1,2047.00,1669.00,1,0.2644
S1,2047.00,1046.00,1,0.2643
S1,2047.00,1590.00,1,0.2642
S1,768.00,0.00,1,0.2642
S1,1152.00,0.00,1,0.2640
S1,2047.00,1675.00,1,0.2639
S1,2047.00,1787.00,1,0.2638
S1,2047.00,1040.00,1,0.2637
S1,2047.00,1516.00,1,0.2634
S1,2047.00,1799.00,1,0.2631
S1,2047.00,1806.00,1,0.2630
S1,2047.00,1685.00,1,0.2624
S1,2047.00,1190.00,1,0.2624
S1,2047.00,1166.00,1,0.2621
S1,2047.00,952.00,1,0.2618
S1,2047.00,1174.00,1,0.2612
S1,1536.00,0.00,1,0.2611
S1,2047.00,1158.00,1,0.2595
S1,2047.00,1693.00,1,0.2584
S1,895.00,2047.00,1,0.2582
S1,511.00,1279.00,1,0.2578
S1,2047.00,1184.00,1,0.2576
S1,0.00,1603.00,1,0.2575
S1,1663.00,2047.00,1,0.2572
S1,2047.00,940.00,1,0.2571
S1,0.00,768.00,1,0.2565
S1,511.00,2047.00,1,0.2564
S1,0.00,1152.00,1,0.2554
S1,1663.00,1279.00,1,0.2552
S1,1279.00,895.00,1,0.2538
S1,895.00,895.00,1,0.2535
S1,1279.00,384.00,1,0.2534
S1,2041.00,0.00,1,0.2532
S1,895.00,511.00,1,0.2531
S1,511.00,895.00,1,0.2529
