image_id,x,y,class_id,confidence
S15,2047.00,1510.00,1,0.2703
S15,2047.00,328.00,1,0.2702
S15,2047.00,1166.00,1,0.2701
S15,2047.00,364.00,1,0.2700
S15,2047.00,1424.00,1,0.2700
S15,2047.00,122.00,1,0.2699
S15,2047.00,1202.00,1,0.2699
S15,2047.00,1186.00,1,0.2698
S15,2047.00,1490.00,1,0.2697
S15,2047.00,1326.00,1,0.2696
S15,2047.00,1412.00,1,0.2696
S15,1152.00,0.00,1,0.2696
S15,2047.00,1480.00,1,0.2696
S15,2047.00,1094.00,1,0.2695
S15,2047.00,1394.00,1,0.2694
S15,2047.00,1402.00,1,0.2694
S15,2047.00,1250.00,1,0.2693
S15,2047.00,346.00,1,0.2693
S15,2047.00,1106.00,1,0.2691
S15,2047.00,1434.00,1,0.2691
S15,2047.00,98.00,1,0.2691
S15,2047.00,112.00,1,0.2690
S15,2047.00,318.00,1,0.2689
S15,2047.00,82.00,1,0.2689
S15,2047.00,1496.00,1,0.2689
S15,2047.00,1546.00,1,0.2688
S15,2047.00,1458.00,1,0.2687
S15,2047.00,1146.00,1,0.2687
S15,2047.00,1285.00,1,0.2686
S15,2047.00,1256.00,1,0.2685
S15,2047.00,1196.00,1,0.2685
S15,2047.00,1468.00,1,0.2684
S15,2047.00,1160.00,1,0.2684
S15,2047.00,1516.00,1,0.2682
S15,2047.00,1566.00,1,0.2681
S15,2047.00,950.00,1,0.2681
S15,2047.00,1474.00,1,0.2681
S15,2047.00,1112.00,1,0.2680
S15,2047.00,1040.00,1,0.2680
S15,2047.00,944.00,1,0.2680
S15,2047.00,1302.00,1,0.2680
S15,2047.00,1689.00,1,0.2679
S15,2047.00,1450.00,1,0.2678
S15,2047.00,1126.00,1,0.2678
S15,2047.00,812.00,1,0.2678
S15,2047.00,462.00,1,0.2678
S15,2047.00,1068.00,1,0.2678
S15,2047.00,1552.00,1,0.2678
S15,2047.00,442.00,1,0.2678
S15,2047.00,1384.00,1,0.2678
S15,2047.00,378.00,1,0.2677
S15,2047.00,832.00,1,0.2677
S15,2047.00,874.00,1,0.2677
S15,2047.00,964.00,1,0.2677
S15,2047.00,292.00,1,0.2677
S15,2047.00,932.00,1,0.2677
S15,2047.00,50.00,1,0.2676
S15,2047.00,164.00,1,0.2676
S15,2047.00,1530.00,1,0.2676
S15,2047.00,1580.00,1,0.2676
S15,2047.00,304.00,1,0.2676
S15,2047.00,1000.00,1,0.2676
S15,2047.00,1082.00,1,0.2676
S15,2047.00,340.00,1,0.2675
S15,2047.00,1368.00,1,0.2675
S15,2047.00,806.00,1,0.2673
S15,2047.00,1138.00,1,0.2673
S15,2047.00,394.00,1,0.2672
S15,2047.00,334.00,1,0.2672
S15,2047.00,1671.00,1,0.2671
S15,2047.00,58.00,1,0.2670
S15,2047.00,1882.00,1,0.2669
S15,2047.00,136.00,1,0.2669
S15,2047.00,1572.00,1,0.2669
S15,2047.00,224.00,1,0.2669
S15,2047.00,1590.00,1,0.2669
S15,2047.00,298.00,1,0.2668
S15,2047.00,530.00,1,0.2668
S15,2047.00,1060.00,1,0.2668
S15,2047.00,1975.00,1,0.2667
S15,2047.00,1682.00,1,0.2667
S15,2047.00,1242.00,1,0.2667
S15,2047.00,1524.00,1,0.2666
S15,2047.00,792.00,1,0.2666
S15,2047.00,888.00,1,0.2666
S15,2047.00,480.00,1,0.2666
S15,2047.00,1180.00,1,0.2665
S15,2047.00,1504.00,1,0.2665
S15,2047.00,434.00,1,0.2664
S15,2047.00,1440.00,1,0.2664
S15,2047.00,536.00,1,0.2664
S15,2047.00,620.00,1,0.2664
S15,2047.00,1864.00,1,0.2663
S15,2047.00,1963.00,1,0.2663
S15,2047.00,1052.00,1,0.2663
S15,2047.00,1921.00,1,0.2663
S15,2047.00,738.00,1,0.2662
S15,2047.00,544.00,1,0.2662
S15,2047.00,1132.00,1,0.2662
S15,2047.00,1558.00,1,0.2661
S15,2047.00,1332.00,1,0.2660
S15,2047.00,408.00,1,0.2660
S15,2047.00,1872.00,1,0.2659
S15,2047.00,1076.00,1,0.2659
S15,2047.00,694.00,1,0.2659
S15,2047.00,1088.00,1,0.2659
S15,2047.00,640.00,1,0.2659
S15,2047.00,490.00,1,0.2659
S15,2047.00,786.00,1,0.2659
S15,2047.00,422.00,1,0.2658
S15,2047.00,1030.00,1,0.2658
S15,384.00,0.00,1,0.2657
S15,2047.00,1118.00,1,0.2657
S15,2047.00,1952.00,1,0.2657
S15,2047.00,798.00,1,0.2657
S15,2047.00,850.00,1,0.2657
S15,2047.00,910.00,1,0.2657
S15,2047.00,1944.00,1,0.2657
S15,2047.00,1696.00,1,0.2656
S15,2047.00,672.00,1,0.2656
S15,2047.00,1174.00,1,0.2656
S15,2047.00,1100.00,1,0.2656
S15,2047.00,130.00,1,0.2655
S15,2047.00,216.00,1,0.2655
S15,2047.00,1935.00,1,0.2655
S15,2047.00,1903.00,1,0.2655
S15,2047.00,956.00,1,0.2655
S15,2047.00,414.00,1,0.2654
S15,2047.00,578.00,1,0.2654
S15,2047.00,780.00,1,0.2654
S15,2047.00,400.00,1,0.2654
S15,2047.00,718.00,1,0.2654
S15,2047.00,470.00,1,0.2653
S15,2047.00,1626.00,1,0.2653
S15,2047.00,650.00,1,0.2653
S15,2047.00,972.00,1,0.2652
S15,2047.00,614.00,1,0.2652
S15,2047.00,570.00,1,0.2652
S15,2047.00,1596.00,1,0.2652
S15,2047.00,728.00,1,0.2652
S15,2047.00,838.00,1,0.2652
S15,2047.00,866.00,1,0.2652
S15,2047.00,1642.00,1,0.2652
S15,2047.00,558.00,1,0.2651
S15,2047.00,452.00,1,0.2651
S15,2047.00,1992.00,1,0.2651
S15,2047.00,1969.00,1,0.2651
S15,2047.00,1855.00,1,0.2650
S15,2047.00,938.00,1,0.2650
S15,2047.00,826.00,1,0.2650
S15,2047.00,980.00,1,0.2650
S15,2047.00,604.00,1,0.2650
S15,2047.00,1006.00,1,0.2650
S15,2047.00,1024.00,1,0.2649
S15,2047.00,1610.00,1,0.2649
S15,2047.00,1896.00,1,0.2649
S15,2047.00,702.00,1,0.2647
S15,2047.00,1782.00,1,0.2647
S15,2047.00,926.00,1,0.2647
S15,2047.00,1618.00,1,0.2647
S15,2047.00,666.00,1,0.2646
S15,2047.00,230.00,1,0.2646
S15,2047.00,1797.00,1,0.2645
S15,2047.00,592.00,1,0.2645
S15,2047.00,1912.00,1,0.2645
S15,2047.00,1634.00,1,0.2645
S15,2047.00,1983.00,1,0.2645
S15,2047.00,1844.00,1,0.2644
S15,2047.00,918.00,1,0.2644
S15,2047.00,634.00,1,0.2644
S15,2047.00,1046.00,1,0.2644
S15,2047.00,280.00,1,0.2644
S15,2047.00,902.00,1,0.2644
S15,2047.00,504.00,1,0.2644
S15,2047.00,682.00,1,0.2643
S15,2047.00,428.00,1,0.2642
S15,2047.00,658.00,1,0.2641
S15,2047.00,818.00,1,0.2641
S15,2047.00,1998.00,1,0.2641
S15,2047.00,1338.00,1,0.2641
S15,2047.00,712.00,1,0.2641
S15,2047.00,1012.00,1,0.2641
S15,2047.00,210.00,1,0.2640
S15,2047.00,628.00,1,0.2640
S15,2047.00,2033.00,1,0.2639
S15,2047.00,744.00,1,0.2638
S15,2047.00,550.00,1,0.2637
S15,2047.00,564.00,1,0.2637
S15,2047.00,520.00,1,0.2636
S15,2047.00,994.00,1,0.2636
S15,2047.00,2015.00,1,0.2636
S15,2047.00,1744.00,1,0.2635
S15,2047.00,754.00,1,0.2635
S15,2047.00,844.00,1,0.2634
S15,2047.00,238.00,1,0.2633
S15,2047.00,286.00,1,0.2633
S15,2047.00,498.00,1,0.2632
S15,2047.00,142.00,1,0.2631
S15,768.00,0.00,1,0.2631
S15,2047.00,598.00,1,0.2630
S15,2047.00,1890.00,1,0.2630
S15,2047.00,1296.00,1,0.2627
S15,2047.00,1929.00,1,0.2627
S15,2047.00,584.00,1,0.2627
S15,2047.00,774.00,1,0.2627
S15,2047.00,860.00,1,0.2626
S15,2047.00,1834.00,1,0.2626
S15,2047.00,762.00,1,0.2626
S15,2047.00,1753.00,1,0.2624
S15,2047.00,310.00,1,0.2623
S15,2047.00,1018.00,1,0.2623
S15,2047.00,1759.00,1,0.2622
S15,0.00,1152.00,1,0.2622
S15,1536.00,0.00,1,0.2622
S15,2047.00,1791.00,1,0.2620
S15,2047.00,1362.00,1,0.2618
S15,2047.00,1774.00,1,0.2618
S15,2047.00,1735.00,1,0.2617
S15,2047.00,882.00,1,0.2617
S15,2047.00,258.00,1,0.2617
S15,2047.00,2021.00,1,0.2617
S15,2047.00,1804.00,1,0.2616
S15,2047.00,248.00,1,0.2616
S15,2047.00,988.00,1,0.2615
S15,2047.00,1766.00,1,0.2615
S15,2047.00,268.00,1,0.2615
S15,2047.00,274.00,1,0.2612
S15,2047.00,2027.00,1,0.2609
S15,2047.00,2009.00,1,0.2609
S15,2047.00,1344.00,1,0.2608
S15,2047.00,2039.00,1,0.2604
S15,2047.00,158.00,1,0.2602
S15,2047.00,688.00,1,0.2601
S15,2047.00,1356.00,1,0.2600
S15,2047.00,1828.00,1,0.2595
S15,2047.00,1708.00,1,0.2594
S15,0.00,1663.00,1,0.2587
S15,2047.00,1813.00,1,0.2586
S15,2047.00,1819.00,1,0.2574
S15,2047.00,1350.00,1,0.2558
S15,2047.00,1720.00,1,0.2549
S15,1279.00,2047.00,1,0.2537
S15,2047.00,148.00,1,0.2535
S15,2047.00,1729.00,1,0.2535
S15,1663.00,511.00,1,0.2530
S15,2047.00,1714.00,1,0.2529
S15,1663.00,1279.00,1,0.2529
S15,0.00,1536.00,1,0.2529
S15,1663.00,2047.00,1,0.2528
S15,2047.00,2053.00,1,0.2527
S15,463.00,0.00,1,0.2521
S15,511.00,511.00,1,0.2520
S15,2047.00,2107.00,1,0.2519
S15,479.00,0.00,1,0.2518
S15,485.00,0.00,1,0.2513
S15,2047.00,2101.00,1,0.2512
S15,2047.00,2061.00,1,0.2512
S15,2047.00,2069.00,1,0.2512
S15,2047.00,2093.00,1,0.2512
S15,2047.00,2077.00,1,0.2512
S15,2047.00,2085.00,1,0.2512
S15,0.00,384.00,1,0.2512
S15,895.00,2047.00,1,0.2512
S15,1169.00,0.00,1,0.2511
S15,511.00,1279.00,1,0.2510
S15,0.00,768.00,1,0.2507
S15,1663.00,895.00,1,0.2506
S15,455.00,0.00,1,0.2503
S15,1279.00,1279.00,1,0.2502
S15,471.00,0.00,1,0.2502
S15,447.00,0.00,1,0.2502
S15,1279.00,895.00,1,0.2500
S15,511.00,768.00,1,0.2500
S15,495.00,0.00,1,0.2499
S15,1159.00,0.00,1,0.2498
S15,895.00,1279.00,1,0.2498
S15,895.00,895.00,1,0.2497
S15,503.00,0.00,1,0.2495
S15,1279.00,511.00,1,0.2494
S15,1995.00,0.00,1,0.2493
S15,1979.00,0.00,1,0.2490
S15,1279.00,768.00,1,0.2490
S15,895.00,384.00,1,0.2490
S15,2037.00,0.00,1,0.2487
S15,1279.00,1152.00,1,0.2486
S15,433.00,0.00,1,0.2484
S15,895.00,511.00,1,0.2484
S15,1989.00,0.00,1,0.2479
S15,1847.00,0.00,1,0.2479
S15,441.00,0.00,1,0.2477
S15,1697.00,0.00,1,0.2476
S15,895.00,1536.00,1,0.2476
S15,1687.00,0.00,1,0.2474
S15,1725.00,0.00,1,0.2474
S15,2007.00,0.00,1,0.2474
S15,425.00,0.00,1,0.2474
S15,595.00,0.00,1,0.2473
S15,1793.00,0.00,1,0.2473
S15,1175.00,0.00,1,0.2472
S15,6.00,2114.00,1,0.2471
S15,1673.00,0.00,1,0.2471
S15,1145.00,0.00,1,0.2470
S15,2017.00,0.00,1,0.2470
S15,511.00,895.00,1,0.2469
S15,511.00,2047.00,1,0.2468
S15,1767.00,0.00,1,0.2467
S15,1955.00,0.00,1,0.2467
S15,1865.00,0.00,1,0.2467
S15,1839.00,0.00,1,0.2466
S15,1663.00,384.00,1,0.2466
S15,2001.00,0.00,1,0.2463
S15,390.00,2114.00,1,0.2462
S15,774.00,2114.00,1,0.2462
S15,1542.00,2114.00,1,0.2462
S15,1158.00,2114.00,1,0.2462
S15,1971.00,0.00,1,0.2461
S15,895.00,768.00,1,0.2461
S15,1743.00,0.00,1,0.2460
S15,1895.00,0.00,1,0.2460
S15,519.00,0.00,1,0.2460
S15,2040.00,2114.00,1,0.2459
S15,1737.00,0.00,1,0.2459
S15,1279.00,384.00,1,0.2458
S15,583.00,0.00,1,0.2458
S15,1657.00,0.00,1,0.2458
S15,799.00,0.00,1,0.2458
S15,1711.00,0.00,1,0.2457
S15,1931.00,0.00,1,0.2457
S15,1645.00,0.00,1,0.2457
S15,1875.00,0.00,1,0.2456
S15,504.00,2114.00,1,0.2456
S15,888.00,2114.00,1,0.2456
S15,1656.00,2114.00,1,0.2456
S15,159.00,0.00,1,0.2456
S15,407.00,0.00,1,0.2456
S15,1272.00,2114.00,1,0.2456
S22,0.00,2114.00,0,0.4336
S22,0.00,0.00,0,0.4181
S22,2047.00,0.00,0,0.4028
S22,2047.00,2114.00,0,0.3971
S22,0.00,511.00,0,0.3827
S22,0.00,895.00,0,0.3824
S22,0.00,1279.00,0,0.3798
S22,768.00,2114.00,0,0.3747
S22,384.00,2114.00,0,0.3747
S22,1536.00,2114.00,0,0.3747
S22,1152.00,2114.00,0,0.3746
S22,0.00,2047.00,0,0.3739
S22,0.00,768.00,0,0.3677
S22,0.00,384.00,0,0.3665
S22,0.00,1536.00,0,0.3654
S22,0.00,1152.00,0,0.3621
S22,895.00,0.00,0,0.3619
S22,2047.00,384.00,0,0.3616
S22,0.00,1663.00,0,0.3603
S22,1152.00,0.00,0,0.3591
S22,768.00,0.00,0,0.3578
S22,1536.00,0.00,0,0.3576
S22,0.00,1603.00,0,0.3551
S22,895.00,2114.00,0,0.3548
S22,1663.00,2114.00,0,0.3548
S22,511.00,2114.00,0,0.3548
S22,1279.00,2114.00,0,0.3548
S22,2047.00,768.00,0,0.3532
S22,1279.00,0.00,0,0.3531
S22,1663.00,0.00,0,0.3528
S22,2047.00,1279.00,0,0.3527
S22,2047.00,1536.00,0,0.3526
S22,2047.00,1152.00,0,0.3514
S22,511.00,0.00,0,0.3499
S22,2047.00,895.00,0,0.3496
S22,2047.00,511.00,0,0.3476
S22,384.00,0.00,0,0.3470
S22,2047.00,1663.00,0,0.3430
S22,0.00,1493.00,0,0.3425
S22,0.00,1869.00,0,0.3407
S22,0.00,321.00,0,0.3396
S22,0.00,1863.00,0,0.3387
S22,0.00,13.00,0,0.3376
S22,0.00,315.00,0,0.3370
S22,2047.00,2047.00,0,0.3364
S22,0.00,7.00,0,0.3359
S22,0.00,657.00,0,0.3354
S22,0.00,1886.00,0,0.3352
S22,0.00,37.00,0,0.3343
S22,0.00,1857.00,0,0.3343
S22,0.00,1293.00,0,0.3337
S22,0.00,889.00,0,0.3336
S22,0.00,21.00,0,0.3335
S22,0.00,667.00,0,0.3334
S22,0.00,1880.00,0,0.3333
S22,0.00,51.00,0,0.3332
S22,0.00,795.00,0,0.3329
S22,0.00,819.00,0,0.3329
S22,0.00,1595.00,0,0.3325
S22,0.00,359.00,0,0.3324
S22,0.00,595.00,0,0.3322
S22,0.00,31.00,0,0.3322
S22,0.00,371.00,0,0.3320
S22,0.00,1579.00,0,0.3318
S22,0.00,1455.00,0,0.3318
S22,0.00,1909.00,0,0.3317
S22,0.00,651.00,0,0.3317
S22,0.00,61.00,0,0.3316
S22,0.00,131.00,0,0.3316
S22,0.00,365.00,0,0.3316
S22,0.00,533.00,0,0.3315
S22,2047.00,1603.00,0,0.3314
S22,0.00,1449.00,0,0.3313
S22,0.00,391.00,0,0.3312
S22,0.00,1425.00,0,0.3311
S22,0.00,421.00,0,0.3311
S22,0.00,43.00,0,0.3310
S22,0.00,1315.00,0,0.3309
S22,0.00,431.00,0,0.3307
S22,0.00,1483.00,0,0.3306
S22,0.00,903.00,0,0.3306
S22,0.00,501.00,0,0.3306
S22,0.00,677.00,0,0.3306
S22,0.00,89.00,0,0.3306
S22,0.00,1936.00,0,0.3305
S22,0.00,475.00,0,0.3304
S22,0.00,67.00,0,0.3304
S22,0.00,703.00,0,0.3303
S22,0.00,1255.00,0,0.3303
S22,0.00,759.00,0,0.3302
S22,0.00,625.00,0,0.3301
S22,0.00,1892.00,0,0.3301
S22,0.00,805.00,0,0.3300
S22,0.00,1589.00,0,0.3299
S22,0.00,439.00,0,0.3298
S22,0.00,603.00,0,0.3298
S22,0.00,879.00,0,0.3298
S22,0.00,457.00,0,0.3298
S22,0.00,693.00,0,0.3298
S22,0.00,1565.00,0,0.3298
S22,0.00,775.00,0,0.3296
S22,0.00,75.00,0,0.3296
S22,0.00,411.00,0,0.3296
S22,0.00,143.00,0,0.3296
S22,0.00,1191.00,0,0.3296
S22,0.00,715.00,0,0.3295
S22,0.00,1475.00,0,0.3295
S22,0.00,559.00,0,0.3295
S22,0.00,1609.00,0,0.3295
S22,0.00,467.00,0,0.3293
S22,0.00,521.00,0,0.3293
S22,0.00,265.00,0,0.3293
S22,0.00,339.00,0,0.3292
S22,0.00,709.00,0,0.3291
S22,0.00,783.00,0,0.3291
S22,0.00,125.00,0,0.3289
S22,0.00,569.00,0,0.3289
S22,0.00,1185.00,0,0.3288
S22,0.00,909.00,0,0.3288
S22,0.00,1901.00,0,0.3288
S22,0.00,1127.00,0,0.3288
S22,0.00,683.00,0,0.3288
S22,0.00,609.00,0,0.3287
S22,0.00,397.00,0,0.3287
S22,0.00,1826.00,0,0.3287
S22,0.00,1465.00,0,0.3287
S22,0.00,723.00,0,0.3287
S22,0.00,117.00,0,0.3287
S22,0.00,481.00,0,0.3286
S22,0.00,1573.00,0,0.3286
S22,0.00,165.00,0,0.3286
S22,0.00,589.00,0,0.3285
S22,0.00,1557.00,0,0.3285
S22,0.00,1329.00,0,0.3283
S22,0.00,1431.00,0,0.3283
S22,0.00,645.00,0,0.3283
S22,0.00,1207.00,0,0.3283
S22,0.00,157.00,0,0.3282
S22,0.00,179.00,0,0.3282
S22,0.00,1335.00,0,0.3282
S22,0.00,927.00,0,0.3282
S22,0.00,1261.00,0,0.3280
S22,0.00,1227.00,0,0.3280
S22,0.00,377.00,0,0.3279
S22,0.00,1357.00,0,0.3278
S22,0.00,351.00,0,0.3278
S22,1152.00,1279.00,0,0.3278
S22,0.00,489.00,0,0.3278
S22,1536.00,2047.00,0,0.3278
S22,0.00,577.00,0,0.3278
S22,0.00,741.00,0,0.3277
S22,0.00,631.00,0,0.3277
S22,0.00,1551.00,0,0.3277
S22,0.00,1247.00,0,0.3277
S22,0.00,273.00,0,0.3276
S22,0.00,735.00,0,0.3276
S22,0.00,1061.00,0,0.3275
S22,0.00,245.00,0,0.3275
S22,0.00,231.00,0,0.3275
S22,0.00,1443.00,0,0.3274
S22,1152.00,2047.00,0,0.3274
S22,0.00,103.00,0,0.3274
S22,0.00,81.00,0,0.3274
S22,0.00,173.00,0,0.3273
S22,0.00,403.00,0,0.3273
S22,0.00,1299.00,0,0.3273
S22,0.00,97.00,0,0.3272
S22,0.00,1217.00,0,0.3272
S22,0.00,1529.00,0,0.3271
S22,0.00,549.00,0,0.3271
S22,0.00,281.00,0,0.3270
S22,384.00,511.00,0,0.3270
S22,0.00,1079.00,0,0.3269
S22,0.00,111.00,0,0.3268
S22,0.00,451.00,0,0.3268
S22,0.00,151.00,0,0.3268
S22,0.00,1627.00,0,0.3267
S22,0.00,937.00,0,0.3267
S22,0.00,197.00,0,0.3266
S22,0.00,639.00,0,0.3266
S22,0.00,1143.00,0,0.3266
S22,0.00,1641.00,0,0.3266
S22,0.00,1161.00,0,0.3266
S22,0.00,495.00,0,0.3265
S22,0.00,213.00,0,0.3265
S22,0.00,615.00,0,0.3265
S22,0.00,1985.00,0,0.3265
S22,0.00,1021.00,0,0.3265
S22,0.00,345.00,0,0.3264
S22,0.00,1197.00,0,0.3264
S22,0.00,789.00,0,0.3263
S22,0.00,919.00,0,0.3263
S22,0.00,1407.00,0,0.3262
S22,0.00,1005.00,0,0.3261
S22,0.00,253.00,0,0.3260
S22,0.00,1233.00,0,0.3260
S22,0.00,203.00,0,0.3260
S22,0.00,1073.00,0,0.3260
S22,0.00,843.00,0,0.3260
S22,0.00,1111.00,0,0.3260
S22,384.00,895.00,0,0.3260
S22,0.00,873.00,0,0.3259
S22,768.00,1279.00,0,0.3258
S22,0.00,1437.00,0,0.3258
S22,0.00,1925.00,0,0.3258
S22,0.00,747.00,0,0.3258
S22,0.00,863.00,0,0.3258
S22,0.00,1655.00,0,0.3257
S22,0.00,1117.00,0,0.3257
S22,0.00,1031.00,0,0.3257
S22,0.00,219.00,0,0.3256
S22,0.00,137.00,0,0.3256
S22,0.00,1395.00,0,0.3256
S22,0.00,539.00,0,0.3256
S22,0.00,1686.00,0,0.3255
S22,0.00,189.00,0,0.3255
S22,0.00,987.00,0,0.3255
S22,0.00,1287.00,0,0.3254
S22,0.00,527.00,0,0.3254
S22,0.00,1786.00,0,0.3253
S22,0.00,1093.00,0,0.3253
S22,0.00,1419.00,0,0.3253
S22,0.00,1105.00,0,0.3253
S22,1152.00,511.00,0,0.3252
S22,0.00,947.00,0,0.3252
S22,0.00,327.00,0,0.3252
S22,0.00,1177.00,0,0.3252
S22,0.00,1363.00,0,0.3252
S22,0.00,1171.00,0,0.3252
S22,0.00,1273.00,0,0.3252
S22,0.00,1615.00,0,0.3252
S22,1536.00,511.00,0,0.3252
S22,0.00,445.00,0,0.3251
S22,0.00,1053.00,0,0.3251
S22,0.00,1133.00,0,0.3251
S22,0.00,995.00,0,0.3251
S22,0.00,2006.00,0,0.3249
S22,0.00,1305.00,0,0.3248
S22,0.00,1239.00,0,0.3247
S22,0.00,753.00,0,0.3247
S22,0.00,583.00,0,0.3247
S22,0.00,1702.00,0,0.3246
S22,0.00,1351.00,0,0.3245
S22,768.00,895.00,0,0.3245
S22,0.00,729.00,0,0.3244
S22,768.00,511.00,0,0.3244
S22,1536.00,1279.00,0,0.3244
S22,0.00,309.00,0,0.3243
S22,0.00,1820.00,0,0.3243
S22,0.00,977.00,0,0.3241
S22,0.00,239.00,0,0.3241
S22,0.00,1085.00,0,0.3240
S22,0.00,1942.00,0,0.3240
S22,384.00,1279.00,0,0.3239
S22,0.00,961.00,0,0.3239
S22,0.00,1647.00,0,0.3239
S22,0.00,1635.00,0,0.3238
S22,0.00,811.00,0,0.3238
S22,0.00,1851.00,0,0.3236
S22,0.00,1413.00,0,0.3236
S22,0.00,1814.00,0,0.3236
S22,0.00,1015.00,0,0.3235
S22,0.00,1976.00,0,0.3235
S22,0.00,289.00,0,0.3235
S22,0.00,967.00,0,0.3235
S22,0.00,1779.00,0,0.3235
S22,0.00,1807.00,0,0.3235
S22,0.00,955.00,0,0.3235
S22,0.00,2035.00,0,0.3233
S22,384.00,2047.00,0,0.3233
S22,0.00,1695.00,0,0.3233
S22,0.00,851.00,0,0.3233
S22,0.00,1919.00,0,0.3232
S22,0.00,259.00,0,0.3232
S22,0.00,1621.00,0,0.3232
S22,0.00,1770.00,0,0.3232
S22,0.00,857.00,0,0.3231
S22,0.00,1669.00,0,0.3231
S22,1536.00,895.00,0,0.3230
S22,0.00,829.00,0,0.3230
S22,0.00,1387.00,0,0.3229
S22,0.00,837.00,0,0.3229
S22,0.00,1713.00,0,0.3228
S22,0.00,1341.00,0,0.3228
S22,0.00,2013.00,0,0.3226
S22,0.00,1041.00,0,0.3225
S22,0.00,1099.00,0,0.3225
S22,0.00,1963.00,0,0.3225
S22,0.00,1401.00,0,0.3223
S22,0.00,333.00,0,0.3222
S22,0.00,1952.00,0,0.3222
S22,0.00,2108.00,0,0.3222
S22,0.00,1545.00,0,0.3220
S22,0.00,1799.00,0,0.3219
S22,0.00,1499.00,0,0.3218
S22,0.00,1729.00,0,0.3218
S22,0.00,1743.00,0,0.3216
S22,0.00,1377.00,0,0.3215
S22,0.00,225.00,0,0.3215
S22,0.00,1840.00,0,0.3214
S22,0.00,1321.00,0,0.3211
S22,1152.00,895.00,0,0.3210
S22,0.00,2000.00,0,0.3209
S22,0.00,2054.00,0,0.3207
S22,0.00,1680.00,0,0.3206
S22,0.00,2102.00,0,0.3205
S22,0.00,1371.00,0,0.3205
S22,0.00,2082.00,0,0.3205
S22,0.00,2062.00,0,0.3205
S22,0.00,2090.00,0,0.3205
S22,0.00,2074.00,0,0.3205
S22,0.00,1735.00,0,0.3205
S22,0.00,2096.00,0,0.3205
S22,0.00,2068.00,0,0.3205
S22,0.00,1505.00,0,0.3204
S22,0.00,1067.00,0,0.3203
S22,0.00,1523.00,0,0.3202
S22,0.00,1047.00,0,0.3200
S22,0.00,1991.00,0,0.3199
S22,0.00,1267.00,0,0.3196
S22,0.00,2025.00,0,0.3194
S22,0.00,1511.00,0,0.3193
S22,768.00,2047.00,0,0.3190
S22,0.00,1970.00,0,0.3190
S22,0.00,1723.00,0,0.3188
S22,0.00,1753.00,0,0.3187
S22,1471.00,0.00,0,0.3187
S22,0.00,2041.00,0,0.3186
S22,0.00,1764.00,0,0.3186
S22,0.00,1832.00,0,0.3186
S22,1735.00,0.00,0,0.3185
S22,17.00,0.00,0,0.3181
S22,1725.00,0.00,0,0.3180
S22,884.00,0.00,0,0.3178
S22,829.00,0.00,0,0.3176
S22,843.00,0.00,0,0.3176
S22,1744.00,0.00,0,0.3176
S22,6.00,2114.00,0,0.3175
S22,854.00,0.00,0,0.3174
S22,867.00,0.00,0,0.3173
S22,1081.00,0.00,0,0.3170
S22,837.00,0.00,0,0.3169
S22,1542.00,2114.00,0,0.3167
S22,390.00,2114.00,0,0.3167
S22,774.00,2114.00,0,0.3167
S22,1158.00,2114.00,0,0.3167
S22,2047.00,472.00,0,0.3165
S22,2040.00,2114.00,0,0.3163
S22,1917.00,0.00,0,0.3163
S22,30.00,0.00,0,0.3162
S22,2047.00,350.00,0,0.3161
S22,11.00,0.00,0,0.3161
S22,1715.00,0.00,0,0.3160
S22,1656.00,2114.00,0,0.3160
S22,888.00,2114.00,0,0.3160
S22,504.00,2114.00,0,0.3160
S22,1272.00,2114.00,0,0.3160
S22,2047.00,334.00,0,0.3160
S22,906.00,0.00,0,0.3160
S22,1477.00,0.00,0,0.3159
S22,2047.00,142.00,0,0.3159
S22,1138.00,2114.00,0,0.3159
S22,2034.00,2114.00,0,0.3158
S22,498.00,2114.00,0,0.3158
S22,1650.00,2114.00,0,0.3158
S22,882.00,2114.00,0,0.3158
S22,1146.00,2114.00,0,0.3158
S22,14.00,2114.00,0,0.3158
S22,398.00,2114.00,0,0.3158
S22,1550.00,2114.00,0,0.3158
S22,782.00,2114.00,0,0.3158
S22,1906.00,2114.00,0,0.3158
S22,694.00,2114.00,0,0.3158
S22,1942.00,2114.00,0,0.3158
S22,826.00,2114.00,0,0.3158
S22,1462.00,2114.00,0,0.3158
S22,686.00,2114.00,0,0.3158
S22,262.00,2114.00,0,0.3158
S22,1786.00,2114.00,0,0.3158
S22,1930.00,2114.00,0,0.3158
S22,1526.00,2114.00,0,0.3158
S22,702.00,2114.00,0,0.3158
S22,1358.00,2114.00,0,0.3158
S22,254.00,2114.00,0,0.3158
S22,198.00,2114.00,0,0.3158
S22,670.00,2114.00,0,0.3158
S22,278.00,2114.00,0,0.3158
S22,1450.00,2114.00,0,0.3158
S22,178.00,2114.00,0,0.3158
S22,842.00,2114.00,0,0.3158
S22,1742.00,2114.00,0,0.3158
S22,186.00,2114.00,0,0.3158
S22,678.00,2114.00,0,0.3158
S22,834.00,2114.00,0,0.3158
S22,270.00,2114.00,0,0.3158
S22,1470.00,2114.00,0,0.3158
S22,206.00,2114.00,0,0.3158
S22,1922.00,2114.00,0,0.3158
S22,1494.00,2114.00,0,0.3158
S22,230.00,2114.00,0,0.3158
